path,species,stage,source,group_id,split,filename
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002203_b508e08b-7ee3-4021-955f-d9c96b17e2ff.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,train,002203_b508e08b-7ee3-4021-955f-d9c96b17e2ff.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002204_05756f40-5ee9-4d32-9306-34b6ed34f027.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,train,002204_05756f40-5ee9-4d32-9306-34b6ed34f027.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002205_5b1c339a-e8ad-4aa7-ab9a-f82930763bc2.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,train,002205_5b1c339a-e8ad-4aa7-ab9a-f82930763bc2.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002206_9ec1de65-627a-4c58-bff4-bc8537a38045.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,train,002206_9ec1de65-627a-4c58-bff4-bc8537a38045.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002207_9690302e-7c80-4ef8-937f-d0dbaeec240f.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002207_9690302e-7c80-4ef8-937f-d0dbaeec240f.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002208_b91b5d76-05aa-49bc-8454-580f95f972bb.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002208_b91b5d76-05aa-49bc-8454-580f95f972bb.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002209_7a23e89f-839e-4569-a116-e6ae532f269f.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002209_7a23e89f-839e-4569-a116-e6ae532f269f.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002210_770227f5-641a-4fcd-80be-9a14b99883fd.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002210_770227f5-641a-4fcd-80be-9a14b99883fd.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002211_a82bae45-09a5-4775-8f21-aaf625500ddb.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002211_a82bae45-09a5-4775-8f21-aaf625500ddb.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002212_135b1b37-34dd-4f72-ae2e-df1ab6e97cb6.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002212_135b1b37-34dd-4f72-ae2e-df1ab6e97cb6.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002213_59522e8e-a8a7-4588-be33-d1f414cc49f0.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002213_59522e8e-a8a7-4588-be33-d1f414cc49f0.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002214_fd32c9ab-45a8-4c1b-887e-fab5331fb06a.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002214_fd32c9ab-45a8-4c1b-887e-fab5331fb06a.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002215_1b0be6c0-720d-413f-88e4-4b9584ad0faf.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002215_1b0be6c0-720d-413f-88e4-4b9584ad0faf.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002216_9081ca48-ad5e-4d65-93d6-5dfdd760f003.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002216_9081ca48-ad5e-4d65-93d6-5dfdd760f003.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002217_7063607b-fffc-4428-aaff-1fb44df8693b.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002217_7063607b-fffc-4428-aaff-1fb44df8693b.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002218_d1208156-5360-451c-8b11-a171f8fc8075.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002218_d1208156-5360-451c-8b11-a171f8fc8075.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002219_e9faab0f-76f4-48a9-b1a7-5b00d9e4c656.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002219_e9faab0f-76f4-48a9-b1a7-5b00d9e4c656.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002220_22e13b5d-646e-426e-b59a-70093f71c1ee.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002220_22e13b5d-646e-426e-b59a-70093f71c1ee.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002221_77622a23-78a5-4e88-8fd4-1db8e229f847.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002221_77622a23-78a5-4e88-8fd4-1db8e229f847.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002222_e9051454-a5e7-4bf3-9f47-378e4fa8bc3a.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002222_e9051454-a5e7-4bf3-9f47-378e4fa8bc3a.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002223_2b188312-55f3-4498-88d8-607da2c7fb8b.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002223_2b188312-55f3-4498-88d8-607da2c7fb8b.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002224_77dd0569-4d84-4281-88a1-6b98a867991c.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,val,002224_77dd0569-4d84-4281-88a1-6b98a867991c.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002225_0c560778-13ee-4424-a8bb-694676c3a68c.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002225_0c560778-13ee-4424-a8bb-694676c3a68c.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002226_0595f938-a4ef-49cd-95c8-8f89c6c847dd.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002226_0595f938-a4ef-49cd-95c8-8f89c6c847dd.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002227_9ad3eab6-f5c5-4023-b7e4-3a20acbb3e85.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002227_9ad3eab6-f5c5-4023-b7e4-3a20acbb3e85.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002228_89f4fe0f-b687-4350-adac-830b23a692c4.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002228_89f4fe0f-b687-4350-adac-830b23a692c4.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002229_39eae23d-8b95-4f1a-97f5-24d09a113852.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002229_39eae23d-8b95-4f1a-97f5-24d09a113852.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002230_d9f626c3-a52b-4791-ac51-b4030d657378.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002230_d9f626c3-a52b-4791-ac51-b4030d657378.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002231_b826b7c5-ba1c-4f1d-b4d8-e3f95b9f5c9b.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002231_b826b7c5-ba1c-4f1d-b4d8-e3f95b9f5c9b.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002232_e2d29eb9-6487-462a-8e4a-7cf3df5ebdbe.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002232_e2d29eb9-6487-462a-8e4a-7cf3df5ebdbe.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002233_28572c2c-2230-4a08-bfdb-091388797149.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002233_28572c2c-2230-4a08-bfdb-091388797149.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002234_8d2e58ae-61b6-4b4b-b62a-46d1de94e8b6.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002234_8d2e58ae-61b6-4b4b-b62a-46d1de94e8b6.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002235_cc5fcb2d-380c-49b3-9ad1-66360f968ac9.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002235_cc5fcb2d-380c-49b3-9ad1-66360f968ac9.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002236_c6db8c67-afc7-4db8-b82c-060b905a0a94.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002236_c6db8c67-afc7-4db8-b82c-060b905a0a94.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002237_3a95e84a-76e0-4fe2-9e48-cae0d64933bf.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002237_3a95e84a-76e0-4fe2-9e48-cae0d64933bf.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002238_99e8dcf5-d491-4265-9b74-87ab03feaba2.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002238_99e8dcf5-d491-4265-9b74-87ab03feaba2.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002239_16a47f09-82fa-45fe-9a9c-479d17e85813.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002239_16a47f09-82fa-45fe-9a9c-479d17e85813.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002240_e520ddd5-b062-473c-b898-39d69c1a4abc.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002240_e520ddd5-b062-473c-b898-39d69c1a4abc.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002241_559e9614-71b1-4f24-9924-06e797850b91.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002241_559e9614-71b1-4f24-9924-06e797850b91.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002242_8691970a-7a46-454c-ac33-d8f351ffeaeb.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002242_8691970a-7a46-454c-ac33-d8f351ffeaeb.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Розетка/002243_033fadc1-ffb4-4bc4-8269-1c0213e6215e.jpg,field_bindweed,rosette,reference_camera,field_bindweed_rosette_g004,test,002243_033fadc1-ffb4-4bc4-8269-1c0213e6215e.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000001_4f3a1411-4c6c-4e26-9a9e-450d9f6d7299.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g001,train,000001_4f3a1411-4c6c-4e26-9a9e-450d9f6d7299.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000002_a98fb45d-a563-478f-8709-88e9670798e6.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g001,train,000002_a98fb45d-a563-478f-8709-88e9670798e6.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000003_1cf11f22-80d5-4329-9c53-99103e992706.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g001,train,000003_1cf11f22-80d5-4329-9c53-99103e992706.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000240_5458c54a-d714-451f-8c94-0a2ffe42f362.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000240_5458c54a-d714-451f-8c94-0a2ffe42f362.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000241_d86d4855-db17-4a39-81ad-8c544aff93a3.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000241_d86d4855-db17-4a39-81ad-8c544aff93a3.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000242_c6939455-9e4c-4bac-88fd-f123c1bf08e4.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000242_c6939455-9e4c-4bac-88fd-f123c1bf08e4.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000243_b4569b03-58ef-4e94-9012-4376b64ce056.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000243_b4569b03-58ef-4e94-9012-4376b64ce056.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000244_28abce23-3e23-4e4d-ba60-31d6b293952a.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000244_28abce23-3e23-4e4d-ba60-31d6b293952a.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000245_7c6ddaed-aafb-46fc-b97d-a5ab79800c71.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000245_7c6ddaed-aafb-46fc-b97d-a5ab79800c71.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000246_a59900bb-8f29-4f60-abe6-779a015fe73e.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000246_a59900bb-8f29-4f60-abe6-779a015fe73e.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000247_dfae140e-82b2-4eec-b708-e9b6952f23ca.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000247_dfae140e-82b2-4eec-b708-e9b6952f23ca.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000248_ae1569f0-df64-46d4-97a4-709c0a0156a7.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000248_ae1569f0-df64-46d4-97a4-709c0a0156a7.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000249_a01cc46c-e8b7-41ae-bb57-88fa4cc9c7de.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000249_a01cc46c-e8b7-41ae-bb57-88fa4cc9c7de.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000250_d5456d06-0f46-4377-a446-0ba0a097200e.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000250_d5456d06-0f46-4377-a446-0ba0a097200e.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000251_5e038b59-7597-482f-8187-2c6f5952419e.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000251_5e038b59-7597-482f-8187-2c6f5952419e.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000252_f0fa2114-d666-41bc-826d-8d6d22606397.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000252_f0fa2114-d666-41bc-826d-8d6d22606397.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000253_a65345b7-44da-46aa-adf6-a8a5c6e933fb.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000253_a65345b7-44da-46aa-adf6-a8a5c6e933fb.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000254_382653c6-bd6b-4da1-a8ef-8a934249eb75.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000254_382653c6-bd6b-4da1-a8ef-8a934249eb75.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000255_3d67541a-754a-40c6-a46f-b017a9fbe049.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000255_3d67541a-754a-40c6-a46f-b017a9fbe049.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000256_ed34c227-d096-45c1-90b5-6405e06a7da4.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000256_ed34c227-d096-45c1-90b5-6405e06a7da4.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000257_5f771df0-b2f9-4b09-b20b-2aaa0ccf5216.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000257_5f771df0-b2f9-4b09-b20b-2aaa0ccf5216.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000258_6abf1949-370e-415d-aaaa-8c430714d67c.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000258_6abf1949-370e-415d-aaaa-8c430714d67c.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000259_779dd7d6-a86f-4e37-b160-fce6789d3852.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000259_779dd7d6-a86f-4e37-b160-fce6789d3852.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000260_1c5c6b5e-b18a-45d5-bf62-9c3f9ca313fc.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000260_1c5c6b5e-b18a-45d5-bf62-9c3f9ca313fc.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000266_b3496af4-bb66-4401-95a5-5611252fce1c.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g002,train,000266_b3496af4-bb66-4401-95a5-5611252fce1c.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000347_62316cb5-913f-48fa-8c27-f3e505c9c01f.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000347_62316cb5-913f-48fa-8c27-f3e505c9c01f.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000348_6bd9f8cd-2fd1-46ae-8930-8ecd671d6061.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000348_6bd9f8cd-2fd1-46ae-8930-8ecd671d6061.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000349_c37bef88-a17b-4145-98c7-3ca83d44f4fb.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000349_c37bef88-a17b-4145-98c7-3ca83d44f4fb.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000350_63b77a9c-a23e-4c1e-90ba-969df731d63a.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000350_63b77a9c-a23e-4c1e-90ba-969df731d63a.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000351_55579191-f81e-4502-b248-7252d0635ae1.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000351_55579191-f81e-4502-b248-7252d0635ae1.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000352_d0b1b215-56ec-4761-b022-3bf7e55cda94.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000352_d0b1b215-56ec-4761-b022-3bf7e55cda94.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000353_6655aff9-4b6e-49f5-9212-6574a0f20cdb.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000353_6655aff9-4b6e-49f5-9212-6574a0f20cdb.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000354_e0b85b52-966e-4277-b99d-93fc8a8e7112.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000354_e0b85b52-966e-4277-b99d-93fc8a8e7112.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000355_8da8f48b-a0a0-499a-b771-db2fbd50cdb3.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000355_8da8f48b-a0a0-499a-b771-db2fbd50cdb3.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000356_e114f4b8-b7a4-49b3-ad55-1ce58ab67871.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000356_e114f4b8-b7a4-49b3-ad55-1ce58ab67871.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000357_43fc421f-1201-44bf-a9d1-3dbfba7c30a5.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000357_43fc421f-1201-44bf-a9d1-3dbfba7c30a5.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000358_d05ce4e1-8b2a-4a7e-85fa-a56738ab625b.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000358_d05ce4e1-8b2a-4a7e-85fa-a56738ab625b.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000359_bee92f8d-8fd7-4c3f-a0d1-bc2bcb30d4c9.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000359_bee92f8d-8fd7-4c3f-a0d1-bc2bcb30d4c9.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000360_9e5b2165-22e2-42c8-89a8-5278db408760.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000360_9e5b2165-22e2-42c8-89a8-5278db408760.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000361_63a99fa9-4954-450e-9c42-0c10506b0cc6.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000361_63a99fa9-4954-450e-9c42-0c10506b0cc6.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000362_2d8c0a92-fff2-4ebc-85f6-3e29c0d1133e.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000362_2d8c0a92-fff2-4ebc-85f6-3e29c0d1133e.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000363_65d0232f-fbf1-452d-ab2a-fa9c660ecfd5.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000363_65d0232f-fbf1-452d-ab2a-fa9c660ecfd5.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000364_3cf45040-72fa-46b1-a9cc-f85acf966ecd.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g003,train,000364_3cf45040-72fa-46b1-a9cc-f85acf966ecd.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000391_35cf1baf-ffc7-4350-90bb-be17cec57299.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000391_35cf1baf-ffc7-4350-90bb-be17cec57299.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000392_1cd5de9a-26cb-4ad8-82c9-cefb75d75cc7.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000392_1cd5de9a-26cb-4ad8-82c9-cefb75d75cc7.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000393_10fcc100-6ae1-4364-90e0-724eb126c15e.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000393_10fcc100-6ae1-4364-90e0-724eb126c15e.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000394_d49b436c-c1a9-4262-95ae-b3bf9656ac02.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000394_d49b436c-c1a9-4262-95ae-b3bf9656ac02.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000395_f7ccbb9f-e114-4960-8145-ce3249506822.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000395_f7ccbb9f-e114-4960-8145-ce3249506822.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000396_3400725f-9d55-49a5-a233-4b45c5be5651.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000396_3400725f-9d55-49a5-a233-4b45c5be5651.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000397_afc73625-9aa5-4d8f-96f7-039b57336597.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000397_afc73625-9aa5-4d8f-96f7-039b57336597.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000398_cf9f23bf-5dad-4c93-b0e4-0122d2fa045b.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000398_cf9f23bf-5dad-4c93-b0e4-0122d2fa045b.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000399_e29df0ae-a299-4ef2-a4cb-072390aeb834.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000399_e29df0ae-a299-4ef2-a4cb-072390aeb834.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000400_8dc4644e-3843-40aa-883a-ee6c6518d4e5.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000400_8dc4644e-3843-40aa-883a-ee6c6518d4e5.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000401_ff2469af-9e60-4a52-a1e2-9f9c48163fb7.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000401_ff2469af-9e60-4a52-a1e2-9f9c48163fb7.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000402_1e934f8c-6374-4970-949c-b3d1f6cf19f6.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000402_1e934f8c-6374-4970-949c-b3d1f6cf19f6.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000403_ea8502be-04c2-4500-a52e-b315f5db73a5.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000403_ea8502be-04c2-4500-a52e-b315f5db73a5.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000404_3bb9c240-43ad-45bf-a537-b48274d7e002.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000404_3bb9c240-43ad-45bf-a537-b48274d7e002.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000405_173afe11-d7be-439b-8b15-7f7eb3e8943c.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000405_173afe11-d7be-439b-8b15-7f7eb3e8943c.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000406_b3f672c9-d7e8-48c1-b9cc-dd06cf2520d4.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000406_b3f672c9-d7e8-48c1-b9cc-dd06cf2520d4.jpg
Dataset 1 кейс/Сорняки/Вьюнок полевой/Стеблевание/000407_c4e8f7cf-71ff-435a-9533-f8f47c3426bd.jpg,field_bindweed,stem_elongation,reference_camera,field_bindweed_stem_elongation_g004,train,000407_c4e8f7cf-71ff-435a-9533-f8f47c3426bd.jpg
