image_id,object_id,detector_conf,species,species_ru,species_conf,top_species,top_species_ru,top_species_conf,stage,stage_ru,stage_conf,spray_action,review_required,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,drone_lat,drone_lon,drone_abs_alt,drone_rel_alt,timestamp,crop_path
DJI_20260615134520_0343_D.JPG,70,0.6735,unknown,Не определено,0.5281,crop_wheat,Пшеница (Культура / Фон),0.5281,unknown,Не определено,0.768,manual_review,True,2620,795,2700,868,80,73,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0069_0.67.jpg
DJI_20260615134520_0343_D.JPG,75,0.6627,unknown,Не определено,0.5626,crop_wheat,Пшеница (Культура / Фон),0.5626,unknown,Не определено,0.5454,manual_review,True,2909,2641,2956,2666,47,25,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0074_0.66.jpg
DJI_20260615134520_0343_D.JPG,77,0.6615,unknown,Не определено,0.4835,crop_wheat,Пшеница (Культура / Фон),0.4835,unknown,Не определено,0.5251,manual_review,True,1950,226,2005,294,55,68,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0076_0.66.jpg
DJI_20260615134520_0343_D.JPG,78,0.6609,unknown,Не определено,0.5163,crop_wheat,Пшеница (Культура / Фон),0.5163,unknown,Не определено,0.6928,manual_review,True,2048,1097,2173,1536,125,439,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0077_0.66.jpg
DJI_20260615134520_0343_D.JPG,81,0.6568,unknown,Не определено,0.5932,crop_wheat,Пшеница (Культура / Фон),0.5932,unknown,Не определено,0.5434,manual_review,True,3326,1723,3493,1879,167,156,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0080_0.66.jpg
DJI_20260615134520_0343_D.JPG,82,0.6546,couch_grass,Пырей ползучий,0.7561,couch_grass,Пырей ползучий,0.7561,stem_elongation,Стеблевание,0.8893,spray_weed,False,2843,652,3606,1279,763,627,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0081_0.65.jpg
DJI_20260615134520_0343_D.JPG,83,0.6526,unknown,Не определено,0.5979,crop_wheat,Пшеница (Культура / Фон),0.5979,unknown,Не определено,0.5578,manual_review,True,591,1938,644,1998,53,60,52.92513666666667,63.36393,314.149,1.7,2026-06-15 08:45:20 +0000,crops/DJI_20260615134520_0343_D/crop_0082_0.65.jpg
DJI_20260615134710_0347_D.JPG,1,0.7628,unknown,Не определено,0.5921,couch_grass,Пырей ползучий,0.5921,unknown,Не определено,0.9597,manual_review,True,2048,1024,2875,1805,827,781,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0000_0.76.jpg
DJI_20260615134710_0347_D.JPG,2,0.7413,unknown,Не определено,0.6023,couch_grass,Пырей ползучий,0.6023,unknown,Не определено,0.9434,manual_review,True,1507,1792,2304,2511,797,719,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0001_0.74.jpg
DJI_20260615134710_0347_D.JPG,3,0.7115,unknown,Не определено,0.5346,couch_grass,Пырей ползучий,0.5346,unknown,Не определено,0.926,manual_review,True,2048,0,2880,826,832,826,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0002_0.71.jpg
DJI_20260615134710_0347_D.JPG,4,0.7109,unknown,Не определено,0.6253,couch_grass,Пырей ползучий,0.6253,unknown,Не определено,0.9613,manual_review,True,2048,1792,2880,2553,832,761,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0003_0.71.jpg
DJI_20260615134710_0347_D.JPG,5,0.6926,couch_grass,Пырей ползучий,0.8163,couch_grass,Пырей ползучий,0.8163,stem_elongation,Стеблевание,0.8958,spray_weed,False,2816,1792,3647,2549,831,757,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0004_0.69.jpg
DJI_20260615134710_0347_D.JPG,6,0.6876,couch_grass,Пырей ползучий,0.6908,couch_grass,Пырей ползучий,0.6908,stem_elongation,Стеблевание,0.9612,spray_weed,False,1024,1024,1860,1917,836,893,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0005_0.69.jpg
DJI_20260615134710_0347_D.JPG,7,0.6857,unknown,Не определено,0.6282,crop_wheat,Пшеница (Культура / Фон),0.6282,unknown,Не определено,0.8778,manual_review,True,21,0,969,840,948,840,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0006_0.69.jpg
DJI_20260615134710_0347_D.JPG,8,0.6758,unknown,Не определено,0.4987,couch_grass,Пырей ползучий,0.4987,unknown,Не определено,0.9182,manual_review,True,1024,464,1855,1280,831,816,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0007_0.68.jpg
DJI_20260615134710_0347_D.JPG,9,0.6726,couch_grass,Пырей ползучий,0.7057,couch_grass,Пырей ползучий,0.7057,stem_elongation,Стеблевание,0.8989,spray_weed,False,2816,1024,3645,1745,829,721,52.925225,63.36423333333333,314.049,1.6,2026-06-15 08:47:10 +0000,crops/DJI_20260615134710_0347_D/crop_0008_0.67.jpg
